Item Fat Content,Sr No,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,1582,DRG15,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.077169953,6.13,63.0536,4.3
Low Fat,1583,FDD53,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.044472637,16.2,43.3454,4.3
Low Fat,1584,FDV40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0,17.35,72.2038,4.3
Low Fat,1585,FDS55,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.081623275,7.02,148.0734,4.3
Low Fat,1586,FDV32,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.089210159,7.785,64.251,4.3
Low Fat,1587,FDG45,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.128760294,8.1,213.7902,4.3
Low Fat,1588,FDS20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.054171606,8.85,183.9292,4.3
Low Fat,1589,FDE32,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.04903471,20.7,39.9506,4.3
Low Fat,1590,DRH23,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.171281641,14.65,54.0614,4.3
Low Fat,1591,DRI23,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.137972993,18.85,158.4578,4.3
Low Fat,1592,NCU17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.093408695,5.32,101.2674,4.3
Low Fat,1593,NCO05,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.046822808,7.27,99.3384,4.3
Low Fat,1594,NCM17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.071538243,7.93,44.5086,4.3
Low Fat,1595,NCO53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.176175402,16.2,184.0608,4.3
Low Fat,1596,NCR41,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.018125948,17.85,94.9094,4.3
Low Fat,1597,NCU42,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.019616991,9,169.6474,4.3
Low Fat,1598,NCZ42,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.011351778,10.5,236.5248,4.3
Low Fat,1599,NCV06,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.06705851,11.3,194.0478,4.3
Low Fat,1600,NCM30,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.067676056,19.1,40.8796,4.3
Low Fat,1601,FDK43,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.026992588,9.8,127.302,4.3
Low Fat,1602,FDT21,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.02050719,7.42,249.7092,4.3
Low Fat,1603,FDW34,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.035780385,9.6,241.317,4.3
Low Fat,1604,FDQ34,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.163160327,10.85,107.4622,4.3
Low Fat,1605,FDK34,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.038744606,13.35,239.3564,4.3
Low Fat,1606,FDL45,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.037901015,15.6,124.1704,4.3
Low Fat,1607,FDM33,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.088215871,15.6,220.1798,4.3
Low Fat,1608,DRD37,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.013920032,9.8,45.006,4.3
Low Fat,1609,DRK13,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.115819014,11.8,198.3084,4.3
Low Fat,1610,DRF13,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.029949818,12.1,146.3444,4.3
Low Fat,1611,DRB25,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.069852615,12.3,107.4938,4.3
Low Fat,1612,DRJ13,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.063246037,12.65,159.2578,4.3
Low Fat,1613,DRG13,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.037396492,17.25,165.6526,4.3
Regular,1614,FDY47,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.054594957,8.6,130.531,4.3
Regular,1615,FDW02,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0,4.805,123.9704,4.3
Regular,1616,FDY15,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.171174491,18.25,156.463,4.3
Regular,1617,FDD40,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.014823358,20.25,190.7162,4.3
Regular,1618,FDY04,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.042562588,17.7,165.021,4.3
Regular,1619,FDU16,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0,19.25,82.5908,4.3
Regular,1620,FDY08,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.171422166,9.395,139.1838,4.3
Regular,1621,FDX51,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.02210346,9.5,194.7452,4.3
Regular,1622,FDX03,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.06121988,15.85,45.6744,4.3
Regular,1623,FDN46,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.144924795,7.21,100.8332,4.3
Regular,1624,FDM09,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.086105815,11.15,167.879,4.3
Regular,1625,FDG34,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.037646623,11.5,107.5254,4.3
Regular,1626,FDS34,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.076914745,19.35,114.8518,4.3
Regular,1627,FDE36,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.042008667,5.26,162.6868,4.3
Regular,1628,FDM24,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.079776075,6.135,152.8366,4.3
Regular,1629,FDY11,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.029727657,6.71,66.6142,4.3
Regular,1630,FDZ35,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.022404493,9.6,102.499,4.3
Regular,1631,FDY49,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.012080016,17.2,164.4184,4.3
Regular,1632,FDE51,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.097012989,5.925,42.9086,4.3
Regular,1633,FDC03,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.072252888,8.575,196.5794,4.3
Regular,1634,FDC51,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.009676286,10.895,122.873,4.3
Regular,1635,FDY38,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.119850541,13.6,234.53,4.3
Regular,1636,FDS28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.082867689,8.18,58.5588,4.3
Regular,1637,FDE41,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.064376263,9.195,83.1566,4.3
Regular,1638,FDW52,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.037734782,14,166.4526,4.3
Regular,1639,FDV44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.040069806,8.365,190.7188,4.3
Regular,1640,FDH20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,16.1,98.441,4.3
Regular,1641,FDJ27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.122565413,17.7,103.8674,4.3
Regular,1642,FDS45,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.029662795,5.175,105.2622,4.3
Regular,1643,FDP21,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.025886443,7.42,189.1872,4.3
Regular,1644,FDZ57,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.037977917,10,128.6994,4.3
Regular,1645,FDU46,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.011189235,10.3,86.654,4.3
Regular,1646,FDB58,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.013572808,10.5,143.2154,4.3
Regular,1647,FDU21,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.077154417,11.8,35.7558,4.3
Regular,1648,FDW09,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.026067434,13.65,78.8302,4.3
Regular,1649,FDJ58,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.10589167,15.6,172.6764,4.3
Regular,1650,FDD10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.046280998,20.6,177.4344,4.3
low fat,1651,FDG26,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.042736348,18.85,255.933,4.3
low fat,1652,FDI19,Meat,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,15.1,244.2512,4.3
Regular,1653,FDB26,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.031444357,14,53.764,4.3
Low Fat,1654,FDQ13,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.010639596,11.1,84.1908,4.3
Low Fat,1655,FDV59,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048017962,13.35,219.6166,4.3
Low Fat,1656,FDV47,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054197299,17.1,83.5566,4.3
Low Fat,1657,FDW49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.082536604,19.5,177.2002,4.3
Low Fat,1658,FDY50,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.130931048,5.8,89.9172,4.3
Low Fat,1659,DRG15,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.076721393,6.13,59.4536,4.3
Low Fat,1660,FDB15,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.136784873,10.895,265.2568,4.3
Low Fat,1661,FDW50,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.075563757,13.1,168.1158,4.3
Low Fat,1662,FDA50,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087158654,16.25,95.141,4.3
Low Fat,1663,FDN40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08644044,5.88,155.3998,4.3
Low Fat,1664,FDS52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00547348,8.89,100.5016,4.3
Low Fat,1665,FDB08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0,6.055,162.3578,4.3
Low Fat,1666,FDO32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.120520818,6.36,45.906,4.3
Low Fat,1667,FDC56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.121497742,7.72,119.744,4.3
Low Fat,1668,FDD08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.035347676,8.3,38.0506,4.3
Low Fat,1669,FDC20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0,10.65,57.1272,4.3
Low Fat,1670,FDL08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.049709624,10.8,246.8144,4.3
Low Fat,1671,FDS43,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.040507228,11.65,186.924,4.3
Low Fat,1672,FDT08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.049209192,13.65,150.005,4.3
Low Fat,1673,DRQ35,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.042283454,9.3,125.4388,4.3
Low Fat,1674,DRP35,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.090850115,18.85,126.6336,4.3
Low Fat,1675,NCM05,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.059835659,6.825,264.3226,4.3
Low Fat,1676,NCX05,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.097043739,15.2,116.8492,4.3
Low Fat,1677,NCW41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.015447454,18,159.2604,4.3
Low Fat,1678,NCV18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.105225964,6.775,84.225,4.3
Low Fat,1679,NCS06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.031730739,7.935,261.091,4.3
Low Fat,1680,NCN18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0,8.895,111.9544,4.3
Low Fat,1681,NCU42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.019502965,9,169.4474,4.3
Low Fat,1682,NCN30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.016989991,16.35,98.541,4.3
Low Fat,1683,NCL18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.167552202,18.85,193.1136,4.3
Low Fat,1684,FDK55,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025756826,18.5,87.2172,4.3
Low Fat,1685,FDN27,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039555016,20.85,116.8808,4.3
Low Fat,1686,FDJ45,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,0.073396761,17.75,35.1216,4.3
Low Fat,1687,FDT21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.020387989,7.42,247.1092,4.3
Low Fat,1688,FDC58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.041934387,10.195,44.6428,4.3
Low Fat,1689,FDH33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.121702394,12.85,42.7428,4.3
Low Fat,1690,FDE46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.015766712,18.6,152.9366,4.3
Low Fat,1691,FDO58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039569689,19.6,165.9526,4.3
Low Fat,1692,DRJ13,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.062878412,12.65,160.9578,4.3
Low Fat,1693,DRI49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.183472595,14.15,82.0276,4.3
Low Fat,1694,DRH25,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0,18.7,52.2324,4.3
Regular,1695,FDY24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,4.88,53.1298,4.3
Regular,1696,FDP01,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,0.063313974,20.75,153.7682,4.3
Regular,1697,FDI50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0,8.42,229.0352,4.3
Regular,1698,FDB02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029158763,9.695,174.537,4.3
Regular,1699,FDH50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.161404914,15,185.8266,4.3
Regular,1700,FDW38,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0,5.325,55.8298,4.3
Regular,1701,FDQ26,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.067859568,13.5,60.1562,4.3
Regular,1702,FDB03,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.156802171,17.75,242.1538,4.3
Regular,1703,FDV16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.082915017,7.75,34.9558,4.3
Regular,1704,FDC29,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024201684,8.39,112.6176,4.3
Regular,1705,FDG41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.076547632,8.84,109.5228,4.3
Regular,1706,FDN04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,11.8,179.2344,4.3
Regular,1707,FDH17,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.016650191,16.2,97.4726,4.3
Regular,1708,FDZ16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.159825617,16.85,195.5478,4.3
Regular,1709,FDD21,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.030563449,10.3,114.4176,4.3
Regular,1710,FDT55,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.043646901,13.6,155.7946,4.3
Regular,1711,FDO19,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.016593506,17.7,46.9034,4.3
Regular,1712,FDS32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029648306,17.75,142.4838,4.3
Regular,1713,FDN39,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.065507999,19.35,168.9816,4.3
Regular,1714,FDU33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.134684292,7.63,47.0402,4.3
Regular,1715,FDM57,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.075834825,11.65,82.9908,4.3
Regular,1716,FDW46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.070288365,13,64.3484,4.3
Regular,1717,FDL09,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.128011859,19.6,166.8816,4.3
Regular,1718,FDD10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,20.6,178.1344,4.3
Regular,1719,DRB13,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.007043008,6.115,190.353,4.3
low fat,1720,DRN37,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09627919,9.6,167.3158,4.3
Regular,1721,FDC10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.072863893,9.8,118.6098,4.3
Low Fat,1722,DRH59,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.097805615,10.8,73.938,4.3
Low Fat,1723,FDN12,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.13575135,15.6,111.5544,4.3
Low Fat,1724,FDO60,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.057527544,20,43.1086,4.3
Low Fat,1725,FDP11,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.11566015,15.85,218.3166,4.3
Low Fat,1726,FDT04,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0,17.25,37.5822,4.3
Low Fat,1727,FDG45,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.214306131,8.1,213.9902,4.3
Low Fat,1728,FDA32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.050371508,14,214.7192,4.3
Low Fat,1729,FDR43,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.270300331,18.2,38.319,4.3
Low Fat,1730,FDB32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.039255412,20.6,94.4778,4.3
Low Fat,1731,DRG11,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.14032811,6.385,109.1596,4.3
Low Fat,1732,NCN41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.087387669,17,125.073,4.3
Low Fat,1733,NCP02,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.075000682,7.105,61.0562,4.3
Low Fat,1734,NCT30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.134393836,9.1,48.0718,4.3
Low Fat,1735,NCR42,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.064410783,9.105,33.39,4.3
Low Fat,1736,NCE43,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.17314115,12.5,168.4448,4.3
Low Fat,1737,NCD55,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.040725405,14,43.4454,4.3
Low Fat,1738,FDR46,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.233356571,16.85,146.576,4.3
Low Fat,1739,FDH35,Starchy Foods,2011,OUT010,Tier 3,High,Grocery Store,0.10084386,18.25,166.3526,4.3
Regular,1740,FDB49,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.05046718,8.3,97.6384,4.3
Regular,1741,FDY12,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.235354055,9.8,50.8008,4.3
Regular,1742,FDT11,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.049163321,5.94,186.4556,4.3
Regular,1743,FDR59,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.106894492,14.5,260.4594,4.3
Regular,1744,FDG38,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.088257771,8.975,84.1224,4.3
Regular,1745,FDW26,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.179191782,11.8,224.2772,4.3
Regular,1746,FDK03,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.123727659,12.6,253.0356,4.3
Regular,1747,FDQ40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.060302689,11.1,175.8712,4.3
Regular,1748,FDR52,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.127283051,12.65,191.7846,4.3
Regular,1749,FDO08,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.090008963,11.1,164.0526,4.3
Regular,1750,FDW55,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.036773101,12.6,250.3092,4.3
Regular,1751,FDC09,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.044024163,15.5,102.0332,4.3
Regular,1752,FDS32,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.049634572,17.75,140.2838,4.3
Regular,1753,FDV20,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.100095288,20.2,125.2678,4.3
Regular,1754,FDS15,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.130657442,9.195,106.4596,4.3
Regular,1755,FDZ51,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.091310237,11.3,96.9094,4.3
Regular,1756,FDU58,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.04855968,6.61,188.4898,4.3
Regular,1757,FDQ45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0,9.5,182.3608,4.3
Regular,1758,FDU46,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.018623146,10.3,87.854,4.3
Low Fat,1759,FDR48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.131394793,11.65,151.9024,4.3
Low Fat,1760,FDW47,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.046336634,15,120.0414,4.3
Low Fat,1761,FDP37,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.142986863,15.6,130.3994,4.3
Low Fat,1762,FDG50,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.015259084,7.405,91.0146,4.3
Low Fat,1763,FDT37,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.035240817,14.15,255.5014,4.3
Low Fat,1764,FDA13,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.078489577,15.85,39.9506,4.3
Low Fat,1765,FDP26,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.139436695,7.785,103.0306,4.3
Low Fat,1766,FDZ15,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.020853376,13.1,117.4782,4.3
Low Fat,1767,FDD03,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.079739853,13.3,233.03,4.3
Low Fat,1768,DRF03,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.045270426,19.1,38.8138,4.3
Low Fat,1769,FDH16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.052511611,10.5,90.783,4.3
Low Fat,1770,FDD29,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.018395194,12.15,251.6698,4.3
Low Fat,1771,FDL40,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.011603492,17.7,97.741,4.3
Low Fat,1772,FDY31,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.043526599,5.98,148.4418,4.3
Low Fat,1773,FDO32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.120443298,6.36,45.406,4.3
Low Fat,1774,FDG32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.175849067,19.85,222.0772,4.3
Low Fat,1775,NCP29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.112177581,8.42,65.9168,4.3
Low Fat,1776,NCS29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.069487587,9,266.6884,4.3
Low Fat,1777,NCB06,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.08226356,17.6,160.492,4.3
Low Fat,1778,NCQ53,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.018889593,17.6,236.259,4.3
Low Fat,1779,NCW53,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.0304697,18.35,191.3162,4.3
Low Fat,1780,NCZ30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.026163192,6.59,121.5098,4.3
Low Fat,1781,NCA29,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.027253711,10.5,170.9106,4.3
Low Fat,1782,NCN26,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0,10.85,119.0808,4.3
Low Fat,1783,NCJ18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.163805509,12.35,117.6124,4.3
Low Fat,1784,NCS18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.042175992,12.65,106.4938,4.3
Low Fat,1785,NCG06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.029420857,16.35,256.9646,4.3
Low Fat,1786,NCX30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.026598474,16.7,245.8776,4.3
Low Fat,1787,NCT06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.038705317,17.1,165.0842,4.3
Low Fat,1788,NCF18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.088908547,18.35,192.8504,4.3
Low Fat,1789,NCB18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.041256807,19.6,88.8514,4.3
Low Fat,1790,NCJ06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.034623782,20.1,118.9782,4.3
Low Fat,1791,NCA06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.143164371,20.5,34.919,4.3
Low Fat,1792,NCE42,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.010593469,21.1,234.2958,4.3
Low Fat,1793,NCP55,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.011180713,14.65,53.8614,4.3
Low Fat,1794,FDI57,Seafood,2014,OUT013,Tier 3,High,Supermarket Type1,0.053980686,19.85,196.8768,4.3
Low Fat,1795,FDZ33,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.107307677,10.195,149.8076,4.3
Low Fat,1796,FDT45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0,15.85,55.1956,4.3
Low Fat,1797,FDV46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.012597384,18.2,141.218,4.3
Low Fat,1798,FDM10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.075908374,18.25,213.4218,4.3
Low Fat,1799,DRD37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.013830218,9.8,45.306,4.3
